any_whois_info,num_nameservers,days_from_create_to_expire,days_from_create_to_now,number_of_repeated_chars,max_repeated_chars,entropy_of_domain,subdomains_number,hyphen_number,path_number,digit_ratio,contains_extension,contains_suspicious_extension,ssl_error,iframe,no_hyperlink,internal_ratio,external_ratio,number_of_redirects,has_password,url
True,2,11322,10152,1,1,2.128085278891394,1,0,3,0.0,True,False,False,False,0,0.75,0.125,1,False,http://whozoo.org/intro99/dougherty/jimdmoray.htm
True,2,5113,4804,0,0,3.180832987205441,1,0,0,0.07692307692307693,False,False,False,False,1,0.0,0.0,0,False,http://berserk4life.net
True,2,2191,1834,0,0,2.94770277922009,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.jacksarin.com/
True,2,10227,8728,0,0,3.169925001442312,0,0,1,0.0,False,False,False,False,0,0.6666666666666666,0.3333333333333333,0,False,http://www.oudmaster.com/
True,2,10591,10352,0,0,3.2464393446710154,1,0,1,0.0,False,False,False,False,0,1.0,0.0,0,False,http://emesereiki.homestead.com/light.html
True,2,11972,10853,0,0,1.584962500721156,0,0,1,0.0,False,False,False,False,0,0.2,0.8,0,False,http://www.che.com/
True,4,11687,10877,0,0,3.0,0,0,4,0.0,False,False,False,False,0,1.0,0.0,2,False,http://www.gamespot.com/pc/driving/nascar2004/review.html
True,2,8766,8664,2,1,3.090032776601479,0,0,2,0.0,True,False,False,False,0,1.0,0.0,1,False,http://www.razzledazzlerecipes.com/berrylane/blackrec.htm
True,2,2191,2005,1,1,3.0220552088742,1,0,1,0.0,False,False,False,True,0,0.5081967213114754,0.36065573770491804,1,False,http://goodnewsaog.org/
True,2,10227,9367,1,1,3.208694969562842,0,0,4,0.0,True,False,False,False,1,0.0,0.0,0,False,http://www.geosyntheticssociety.org/source_documents/leaflets/landfills/english.pdf
True,5,10957,10906,0,0,2.725480556997868,0,0,4,0.0,False,False,False,False,0,0.047151277013752456,0.9528487229862476,1,False,http://www.geocities.com/athens/ithaca/2204/
True,2,9131,8788,0,0,3.202819531114783,0,0,0,0.0,False,False,False,False,0,0.0,0.8333333333333334,1,False,http://www.salisburyskiclub.com
True,5,10957,10906,0,0,2.725480556997868,0,0,2,0.0,False,False,False,False,0,0.047151277013752456,0.9528487229862476,1,False,http://www.geocities.com/watchout40/
True,5,11324,11237,1,1,3.188721875540867,1,0,3,0.0,False,False,False,False,0,0.047151277013752456,0.9528487229862476,1,False,http://groups.yahoo.com/group/satva/
False,2,7305,7119,0,0,2.0,0,0,1,0.0,True,False,False,False,1,0.0,0.0,1,False,http://www.fchd.info/woodbrit.htm
True,4,10226,9934,0,0,2.9139770731827523,0,0,4,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.miamiherald.com/sports/colleges/fiu/
True,2,1461,1435,1,1,2.6644977792004614,0,0,1,0.0,False,False,False,False,0,0.9444444444444444,0.05555555555555555,0,False,http://www.vadivudaiamman.org/
True,2,9496,8741,0,0,3.2776134368191165,0,0,0,0.0,False,False,False,False,0,1.0,0.0,0,False,http://www.onlinesharp.com
True,4,9496,9218,1,1,3.4701755214643453,1,0,1,0.0,False,False,False,False,0,0.0,1.0,5,True,http://rincenagrada.googlepages.com/
True,2,10957,10887,0,0,2.521640636343318,1,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://seacat.com/
True,3,10591,7721,0,0,3.189898095464287,1,0,1,0.0,False,False,False,False,1,0.0,0.0,1,False,http://brdskastudanka.cz/
True,2,10591,10097,0,0,3.506890595608519,2,0,1,0.13333333333333333,False,False,False,False,0,0.0,1.0,0,False,http://sunflow.en.ec21.com/
True,2,8035,7756,1,1,2.6416041678685933,0,0,1,0.0,False,False,False,False,0,0.031496062992125984,0.968503937007874,2,False,http://www.woofboard.com/
True,2,365,208,1,1,3.3660913291191914,0,0,1,0.0,False,False,False,False,0,0.946969696969697,0.03787878787878788,0,False,http://www.halversonassociates.com/
True,8,10957,10885,0,0,2.807354922057604,1,0,3,0.0,False,False,True,False,0,0.0,0.9545454545454546,2,False,http://us.imdb.com/title/tt0115097/
True,2,9131,9032,0,0,3.0,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.ganshore.com/
True,2,10958,9732,0,0,2.321928094887362,0,0,1,0.0,False,False,False,False,0,0.5412087912087912,0.45054945054945056,2,False,http://www.mclab.com/
True,2,10226,10048,0,0,2.75,0,0,1,0.0,False,False,False,True,0,0.5112781954887218,0.47869674185463656,1,True,http://www.audiolab.com/
True,2,365,299,1,1,3.3248629576173574,0,0,1,0.0,False,False,False,False,0,0.6363636363636364,0.2727272727272727,1,False,http://www.perfectwedding.co.za/
True,4,11687,9876,0,0,2.725480556997868,0,0,2,0.0,True,False,False,False,0,0.9607843137254902,0.0392156862745098,1,False,http://www.newadvent.org/cathen/08472b.htm
True,2,10956,10651,0,0,3.121928094887362,0,0,2,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.megavision.net/stmichaels/
True,3,9131,9050,0,0,3.0220552088742,1,0,2,0.0,False,False,False,False,0,0.8155216284987278,0.18447837150127228,2,False,http://en.wikipedia.org/wiki/meerkat
True,39,10915,10585,0,0,2.584962500721156,0,0,1,0.0,False,False,False,False,0,0.9701492537313433,0.022388059701492536,1,False,http://www.cizeta.it/
True,2,13515,10438,0,0,3.2776134368191165,1,0,3,0.0,False,False,False,False,1,0.0,0.0,0,False,http://quimby.gnus.org/html/interview/thieverycorporation.cmj.article.html
True,2,10591,10004,0,0,2.94770277922009,0,0,0,0.0,False,False,False,False,0,0.5652173913043478,0.34782608695652173,2,False,http://www.fraxsocal.org
True,2,2191,2025,0,0,2.1280852788913944,0,0,0,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.zambata.com
True,0,14359,13714,1,1,0.9182958340544896,0,0,2,0.0,False,False,False,False,0,1.0,0.0,2,False,http://www.iit.edu/~smile/physinde.html
True,4,9496,9215,0,0,3.6234651896016468,1,1,0,0.0,False,False,False,False,0,0.5625,0.4375,0,False,http://simple-blogskins.blogspot.com
True,2,365,111,0,0,3.121928094887362,1,0,1,0.0,False,False,False,False,0,0.7674418604651163,0.23255813953488372,0,False,http://mathsongs.com/
True,2,9861,9701,0,0,2.918295834054489,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.lorencoleman.com/mothman_death_list.html
True,2,10592,10439,0,0,1.584962500721156,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.ack.net/
True,4,9496,9109,2,1,2.688721875540867,1,0,1,0.0,False,False,False,False,0,0.8863636363636364,0.11363636363636363,1,False,http://mattgemmell.com/
True,2,11324,10839,2,1,2.6031579868726,0,0,1,0.0,False,False,False,True,0,0.8,0.06666666666666667,1,False,http://www.gooddogdesign.com/
True,2,10362,10231,1,1,3.121928094887362,0,0,0,0.0,False,False,False,False,1,0.0,0.0,4,False,http://www.thinneryou.com
True,2,2191,1824,0,0,3.1018812234760182,0,0,1,0.0,False,False,False,False,0,0.9849624060150376,0.011278195488721804,2,False,http://www.placidspecialties.com/
True,2,10227,9158,0,0,3.121928094887362,0,0,0,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.handspiral.com
True,2,9497,9458,0,0,2.584962500721156,0,0,3,0.0,False,False,False,False,0,0.0,1.0,1,False,http://www.avclub.com/content/node/13522
True,2,9496,9278,0,0,2.75,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.newscale.com/
True,2,9131,9051,0,0,2.8464393446710154,0,0,1,0.0,False,False,False,False,0,0.2037037037037037,0.6481481481481481,2,False,http://www.idoinspire.com/
True,2,8400,8259,1,1,2.521640636343318,0,0,0,0.0,False,False,False,False,0,0.9347826086956522,0.043478260869565216,1,False,http://www.padilly.com
True,2,730,552,0,0,2.75,0,0,3,0.0,True,False,False,False,0,0.8524590163934426,0.14754098360655737,4,False,http://www.kitebird.com/csh-tcsh-book/tcsh.html/
True,2,1096,806,0,0,2.721928094887362,0,0,1,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.starsontop.com/2004orlando
True,2,730,400,0,0,3.240223928941852,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.saintpatschurch.org/
True,4,11687,11280,0,0,2.807354922057604,0,0,3,0.0,False,False,False,True,0,0.796875,0.203125,2,False,http://www.tvguide.com/movies/doors/128640
True,2,10955,10586,0,0,1.9219280948873623,0,0,1,0.0,False,False,False,False,0,0.0,1.0,1,False,http://www.berte.com/
True,2,9862,9737,2,1,3.7201287774331866,1,0,1,0.0,False,False,False,True,1,0.0,0.0,0,False,http://sabakasling.freeyellow.com/
True,2,9131,8818,0,0,2.725480556997868,0,0,1,0.0,False,False,False,False,0,0.0,0.9787234042553191,3,False,http://www.fgtchurch.com/
True,4,11687,11348,1,2,3.3248629576173574,1,0,2,0.35714285714285715,False,False,False,True,0,1.0,0.0,1,False,http://cp22243.tripod.com/baggingsystems/
True,2,13880,10751,0,0,2.725480556997868,0,0,1,0.0,False,False,False,False,0,0.8076923076923077,0.17307692307692307,1,False,http://www.msnucleus.org/
True,2,10958,10454,0,0,1.9219280948873623,0,0,2,0.0,False,False,False,True,0,0.004405286343612335,0.9911894273127754,3,False,http://www.mapnp.org/library/
True,2,11322,11014,0,0,2.75,1,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.cost.esf.org/
True,2,8035,7617,0,0,2.699513850319966,0,0,1,0.0,True,False,False,False,0,0.10526315789473684,0.8947368421052632,2,False,http://www.saltlakemetals.com/silver_nitrate.htm
True,4,11322,11243,0,0,1.584962500721156,0,0,3,0.0,False,False,False,False,0,0.020833333333333332,0.9791666666666666,3,False,http://www.cwo.com/~pentrack/catholic/chron.html
True,2,9862,9457,0,0,3.238901256602631,0,0,0,0.0,False,False,False,True,0,0.09375,0.84375,1,False,http://www.thesaneasylum.com
True,2,9131,8815,0,0,2.2516291673878226,0,0,0,0.0,False,False,False,True,0,0.9072164948453608,0.09278350515463918,1,False,http://www.tajima.com
True,3,9862,9738,0,0,2.584962500721156,0,0,3,0.0,False,False,False,False,1,0.0,0.0,2,False,http://www.tihlde.org/~torbjorv/snok/
True,4,10959,10874,0,0,2.75,0,0,1,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.popswine.com/
True,2,9862,9620,0,0,3.0,1,0,1,0.125,False,False,False,False,1,0.0,0.0,0,False,http://hear.4mg.com/
True,2,8036,7957,1,1,3.5724312513221195,0,0,1,0.0,False,False,False,False,0,0.952,0.048,1,False,http://www.larchejacksonville.org/
True,2,8766,8507,1,1,1.9219280948873623,0,0,1,0.0,False,False,False,False,0,0.9065420560747663,0.08411214953271028,1,False,http://www.qoppa.com/
True,0,11067,10787,0,0,2.725480556997868,0,0,3,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.morehouse.edu/athletics/football/index.html
True,3,9130,8791,0,0,3.4316235658474294,0,0,2,0.0,False,False,False,False,0,1.0,0.0,0,False,http://www.laurieleighantiques.com/pages/cdrecordings.html
True,2,7669,7416,0,0,2.807354922057604,0,0,2,0.0,False,False,False,False,0,0.75,0.21428571428571427,0,False,http://www.rickstv.com/midsouth/
True,2,8401,8064,0,0,2.584962500721156,0,0,2,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.wordiq.com/definition/industrial_engineering
True,2,8034,7892,1,1,1.9219280948873623,0,0,1,0.0,False,False,False,False,0,0.967741935483871,0.03225806451612903,0,False,http://www.wykko.com/
True,3,14189,14121,0,0,2.5216406363433186,1,0,6,0.0,False,False,False,False,0,1.0,0.0,2,False,http://www.ida.liu.se/labs/iislab/people/patla/dl/
True,2,8766,8658,1,1,3.006238928653389,0,0,0,0.0,False,False,False,False,0,0.9899328859060402,0.010067114093959731,1,False,http://www.fairtradecoffee.org
True,2,9497,9381,0,0,2.94770277922009,0,0,2,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.mameworld.net/mamece3/
True,5,10957,10906,0,0,2.725480556997868,0,0,2,0.0,False,False,False,False,0,0.045275590551181105,0.9547244094488189,1,False,http://www.geocities.com/gt18882000/
True,2,4383,4066,1,1,2.75,0,0,0,0.0,False,False,False,False,0,0.7777777777777778,0.14814814814814814,2,False,http://www.looketha.com
True,2,7305,7000,2,1,3.7201755214643453,1,1,1,0.0,False,False,False,False,0,0.6145833333333334,0.2916666666666667,1,False,http://upperthames-butterflies.org.uk/
True,4,10956,10705,0,0,3.277613436819116,0,0,4,0.0,False,False,False,True,1,0.0,0.0,0,False,http://www.fortunecity.com/wembley/stjames/70/index.html
True,2,9496,9059,0,0,3.169925001442312,1,0,2,0.0,False,False,False,False,0,0.7974683544303798,0.20253164556962025,2,False,http://flagspot.net/flags/bh.html
True,2,10591,9962,1,1,2.7219280948873625,1,0,1,0.0,False,False,False,False,1,0.0,0.0,2,False,http://faithhill.com/
True,2,10592,7699,0,0,2.321928094887362,0,0,1,0.0,False,False,False,False,0,1.0,0.0,1,False,http://www.jstba.com/
True,3,9496,9264,1,1,3.238901256602631,0,0,1,0.0,False,False,False,False,0,0.5208333333333334,0.4791666666666667,1,False,http://www.jasondoucette.com/games.html
True,2,12783,9674,0,0,3.506890595608518,1,0,1,0.0,True,False,False,False,0,0.9067796610169492,0.09322033898305085,1,False,http://gardenofpraise.com/lesson.htm
True,2,10227,9747,0,0,3.5,0,1,3,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.desert-tropicals.com/plants/cactaceae/pachycereus_gatesii.html
True,8,10911,10676,0,0,3.180832987205441,1,0,3,0.0,False,False,False,False,0,0.0,1.0,2,False,http://arts.guardian.co.uk/theatre/obituary/0202935500.html
True,4,10591,10258,1,1,3.0930692077718898,1,0,2,0.0,False,False,False,False,1,0.0,0.0,0,False,http://home.btconnect.com/tpp-consult/
True,3,10958,8356,0,0,3.2776134368191165,0,0,0,0.0,False,False,False,False,0,0.9205426356589147,0.0755813953488372,0,False,http://www.elasmodiver.com
True,2,9496,8793,0,0,3.5068905956085183,0,0,2,0.0,True,False,False,False,0,0.07377049180327869,0.9262295081967213,2,False,http://www.kidsturncentral.com/holidays/thanksgiving.htm
True,3,8401,8024,1,1,2.2359263506290326,0,0,1,0.0,False,False,False,False,0,0.0,1.0,2,False,http://www.cabaroo.com/
True,2,10591,10198,0,0,3.169925001442312,0,0,0,0.0,False,False,False,False,0,0.6,0.4,1,False,http://www.daytonski.org
True,2,9862,9499,1,1,3.5766176449086657,1,2,0,0.0,False,False,False,False,1,0.0,0.0,0,False,http://shop.russia-on-line.com
True,2,9131,8926,0,0,3.418295834054489,0,0,1,0.0,False,False,False,False,0,0.7903225806451613,0.20967741935483872,0,False,http://www.alpharubicon.com/index2.html
True,5,10957,10906,0,0,2.725480556997868,0,0,4,0.0,False,False,False,False,0,0.047151277013752456,0.9528487229862476,1,False,http://www.geocities.com/hollywood/4168/casey/index.html
True,2,11687,10126,0,0,2.94770277922009,0,0,0,0.0,False,False,False,False,0,0.009142857142857144,0.9897142857142858,0,False,http://www.bruinzone.com
True,3,9130,8862,0,0,3.085055102756477,0,0,2,0.0,False,False,False,False,0,0.9736842105263158,0.02631578947368421,1,False,http://www.autohistories.com/fso/
True,2,4018,3808,0,0,3.6168746059562227,1,1,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://airwolf.tv-series.com/
True,2,8035,7860,0,0,3.4548223999466066,0,0,1,0.23529411764705882,False,False,False,False,0,0.75,0.25,1,False,http://www.aldridgelodge7921.co.uk/
True,4,12417,11735,0,0,1.584962500721156,0,0,1,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.fpl.com/
True,2,9497,9375,0,0,3.6402239289418516,0,0,1,0.0,False,False,False,False,0,0.0,1.0,0,False,http://www.steinbachfarmeq.com/
True,2,10956,10601,0,0,3.277613436819116,0,1,2,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.techno-link.com/clients/transprint
True,3,9131,9050,0,0,3.0220552088742,1,0,2,0.0,True,False,False,False,0,0.7402597402597403,0.24675324675324675,2,False,http://en.wikipedia.org/wiki/radcliffe_borough_f.c.
True,2,365,346,1,1,2.663532754804255,0,0,0,0.0,False,False,False,False,0,0.17647058823529413,0.8235294117647058,1,False,http://www.taniwakiinc.com
True,6,10550,10249,0,0,1.8423709931771084,1,0,3,0.0,True,False,False,False,1,0.0,0.0,1,False,http://www.dpd.cdc.gov/dpdx/html/metagonimiasis.htm
True,4,11687,9876,0,0,2.725480556997868,0,0,2,0.0,True,False,False,False,0,0.9622641509433962,0.03773584905660377,1,False,http://www.newadvent.org/cathen/14439b.htm
True,2,12418,11012,1,1,3.337175341123077,1,0,1,0.0,False,False,False,False,1,0.0,0.0,2,False,http://chocolategallery.com/
True,4,9131,8777,1,1,3.594465636961451,0,0,2,0.0,True,False,False,False,0,0.9444444444444444,0.05555555555555555,1,False,http://www.thebicyclingguitarist.net/ranchero/index.htm
True,5,10957,10906,0,0,2.9219280948873623,1,0,2,0.0,False,False,False,False,0,0.045275590551181105,0.9547244094488189,1,False,http://geocities.com/sitar_music/mainpage.html
True,8,10956,10696,1,1,2.725480556997868,0,0,1,0.0,True,False,False,False,1,0.0,0.0,2,False,http://www.netcaddie.com/index.htm
True,4,12228,10431,0,0,2.75,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.bartleby.com/70
True,8,10911,10676,0,0,2.75,0,0,5,0.0,True,False,False,False,0,0.7307692307692307,0.2564102564102564,2,False,http://www.guardian.co.uk/world/2002/aug/06/japan.edinburgh02
True,2,9862,9591,1,1,3.0269868333592873,0,0,1,0.0,False,False,False,True,0,0.7469879518072289,0.2289156626506024,0,False,http://www.abrasivesmall.com/
True,2,10226,9954,0,0,3.0220552088742,0,0,1,0.0,False,False,True,True,0,0.8928571428571429,0.10714285714285714,4,False,http://www.pricesystems.com/
True,0,14729,14084,0,0,3.5032583347756456,2,0,1,0.0,False,False,False,False,0,0.44,0.56,1,False,http://chuck.cs.princeton.edu/
True,2,10956,10326,0,0,3.3371753411230776,1,0,1,0.0,False,False,False,False,0,1.0,0.0,0,False,http://catcam.lisaviolet.com/
True,2,5479,5260,0,0,3.277613436819116,0,0,1,0.0,True,False,False,False,1,0.0,0.0,0,False,http://www.plastercity.com/prod_curr_bh.htm
True,2,365,266,1,1,3.4273334938982645,1,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://winterspringdressage.com/
True,8,10956,10635,0,0,3.085055102756477,0,0,4,0.0,False,False,True,False,0,0.0,1.0,1,False,http://www.tucsoncitizen.com/altdaily/rss/frontpage/
True,4,13778,11147,0,0,2.321928094887362,0,0,7,0.0,False,False,False,True,0,0.8,0.16470588235294117,1,True,http://www.salon.com/mwt/feature/2001/02/20/kiss_and_tell/index.html?cp=rdf&amp;dn=310
True,2,10590,10583,0,0,3.327819531114783,0,0,0,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.alaskainstrument.com
True,2,8035,7752,0,0,2.584962500721156,0,0,0,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.gqshop.net
True,2,10593,10461,1,1,2.725480556997868,0,0,1,0.0,False,False,False,False,0,0.9090909090909091,0.09090909090909091,0,False,http://www.eaglebook.com/
True,2,10591,10546,0,0,2.503258334775646,0,0,0,0.0,False,False,False,False,0,0.8,0.18,2,False,http://www.photodata.com
True,4,3287,3262,0,0,2.521640636343318,0,0,0,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.sipaway.com
True,4,10227,10069,1,1,2.2359263506290326,0,0,1,0.0,False,False,False,False,0,0.2391304347826087,0.7608695652173914,2,False,http://www.cheetah.co.za/
True,2,9131,8855,0,0,2.584962500721156,0,0,1,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.bracie.com/
True,4,10226,9984,0,0,3.3927474104487847,0,0,1,0.0,False,False,False,True,0,0.10655737704918032,0.8852459016393442,1,False,http://www.workingmother.com/
True,5,10957,10906,0,0,2.725480556997868,0,0,2,0.0,False,False,False,False,0,0.047151277013752456,0.9528487229862476,1,False,http://www.geocities.com/imagesoftina/index.html
True,5,10957,10906,0,0,2.725480556997868,0,0,2,0.0,False,False,False,False,0,0.047151277013752456,0.9528487229862476,1,False,http://www.geocities.com/neumarkvoge/
True,2,730,467,0,0,2.725480556997868,0,0,1,0.0,False,False,False,False,1,0.0,0.0,2,False,http://www.sendcycle.com/
True,2,10591,10093,0,0,3.6818808028034016,0,0,1,0.0,False,False,False,True,0,0.9163763066202091,0.06620209059233449,1,False,http://www.theadventurecompany.com/
True,2,10591,10550,0,0,3.2776134368191165,0,1,0,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.e-education.com
True,2,8766,8682,1,1,2.6455933144511468,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.hawaiihighways.com/puerto-rico-page1.html
True,2,10591,10516,0,0,3.521640636343319,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.sourcemagazine.com/
True,3,9862,7447,0,0,3.3005590923909534,0,1,0,0.0,False,False,False,False,0,1.0,0.0,1,False,http://www.xylon-international.org
True,2,9131,8787,1,1,3.2516291673878226,0,0,0,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.noonmarktech.com
True,8,10957,10885,0,0,2.0,0,0,3,0.0,False,False,False,False,0,0.821917808219178,0.1780821917808219,1,False,http://www.imdb.com/name/nm0001725/
True,4,9861,9326,0,0,2.4193819456463714,0,0,2,0.0,False,False,False,True,0,0.8727272727272727,0.07272727272727272,2,False,http://www.atalasoft.com/eyebatch/
True,2,10226,10101,0,0,2.807354922057604,0,0,1,0.0,False,False,False,True,0,0.019230769230769232,0.9807692307692307,1,False,http://www.itworld.com/
True,4,12053,11894,0,0,2.321928094887362,0,0,1,0.0,False,False,False,True,0,0.937007874015748,0.007874015748031496,1,False,http://www.align.com/
True,2,4018,3872,0,0,3.2639334294856344,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.nyuinterventional.com/
True,0,11047,10402,0,0,2.521640636343318,0,1,2,0.0,False,False,False,True,0,0.6,0.36666666666666664,1,False,http://www.k-state.edu/beta/
True,8,10227,9660,1,1,2.7534343861887853,0,0,3,0.0,False,False,False,False,0,0.6578947368421053,0.32456140350877194,2,True,http://www.rottentomatoes.com/m/crimson_gold/
True,2,2557,2398,0,0,3.418295834054489,1,0,1,0.0,False,False,False,False,0,0.05263157894736842,0.9473684210526315,1,False,http://schtroumpfs.org/
True,3,9496,9251,0,0,2.807354922057604,0,0,2,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.laufers.com/churchvoice/
True,3,9131,9016,0,0,3.3787834934861767,0,0,1,0.0,False,False,False,False,0,0.5454545454545454,0.45454545454545453,1,False,http://www.procyclingtour.com/
True,2,10226,9575,0,0,2.9139770731827523,0,0,0,0.0,False,False,False,False,0,0.0,1.0,0,False,http://www.cardengland.com
True,2,9131,9119,0,0,3.125,0,0,0,0.0,False,False,False,True,0,0.7692307692307693,0.2222222222222222,1,False,http://www.pedrodealcantara.com
True,2,365,10,1,1,3.4613201402110083,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.japanbusinessgroup.com/
True,3,8401,8372,0,0,2.556656707462823,1,0,1,0.0,False,False,False,True,0,0.5617977528089888,0.43820224719101125,1,False,http://help.berberber.com/
True,2,8401,7437,1,1,3.4565647621309536,0,0,0,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.newbreedchicago.com
True,4,12785,12594,1,1,3.337175341123077,1,0,1,0.0,True,False,False,False,0,0.1597222222222222,0.8263888888888888,1,False,http://support.microsoft.com/default.aspx?scid=http://support.microsoft.com:80/support/kb/articles/q219/4/30.asp&amp;nowebcontent=1
True,2,7305,7276,1,1,3.084962500721156,0,0,0,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.buildbedroom.com
True,2,9862,8996,1,1,3.0220552088742,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.morningstarr.org/
True,0,15044,14764,1,1,2.9182958340544896,1,0,3,0.0,True,False,False,True,0,0.7593984962406015,0.24060150375939848,1,False,http://mitpress.mit.edu/catalog/item/default.asp?ttype=2&amp;tid=3898
True,2,9131,8846,1,1,3.169925001442312,1,0,0,0.0,False,False,False,False,1,0.0,0.0,1,False,http://connectingsingles.com
True,2,9862,9535,0,0,2.9219280948873623,0,0,0,0.0,False,False,False,False,0,0.9230769230769231,0.07692307692307693,2,False,http://www.artbyamodt.com
True,2,9496,9366,0,0,3.277613436819116,0,0,2,0.0,False,False,False,True,0,0.9349593495934959,0.06504065040650407,2,False,http://www.factmonster.com/spot/schulz1.html
True,2,1096,944,1,1,2.610577243331642,1,0,1,0.0,False,False,False,True,0,0.6,0.4,0,False,http://bunnyburybaby.com/
True,2,365,165,0,0,3.175123135113461,0,0,1,0.0,False,False,False,False,0,1.0,0.0,0,False,http://www.theauditionstudio.com/
True,2,10957,9573,0,0,3.0,0,0,4,0.0,True,False,False,False,0,0.9753086419753086,0.024691358024691357,3,False,http://www.owlpages.com/species/tyto/longimembris/default.htm
True,2,730,399,1,1,3.702819531114783,0,0,1,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.phoenixartsupply.com/
True,2,9497,9382,0,0,3.1395722619867223,0,0,2,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.risingstarmusic.com/lisa/
True,2,9496,9192,0,0,2.1556390622295662,1,0,1,0.0,False,False,False,False,0,1.0,0.0,1,False,http://heninen.net/
True,4,8401,8212,0,0,3.2776134368191165,0,0,1,0.0,False,False,False,False,0,1.0,0.0,0,False,http://www.qedprojects.com/
True,2,9862,9638,1,1,3.084962500721156,0,0,0,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.staffordmall.com
True,2,11323,9453,0,0,3.0849625007211556,0,0,1,0.0,False,False,False,False,0,0.7333333333333333,0.13333333333333333,1,False,http://www.reigningcats.com/
True,5,10957,10906,0,0,2.725480556997868,0,0,2,0.0,False,False,False,False,0,0.047151277013752456,0.9528487229862476,1,False,http://www.geocities.com/luke_v/
True,2,8035,7638,1,1,1.8423709931771084,0,0,1,0.0,False,False,False,False,0,0.06666666666666667,0.9333333333333333,2,False,http://www.evelley.com/
True,2,10957,10468,1,1,2.292481250360578,0,0,0,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.pointtopoint.co.uk
True,8,10957,10885,0,0,2.807354922057604,1,0,3,0.0,False,False,True,False,0,0.0,0.9545454545454546,2,False,http://us.imdb.com/title/tt0082288/
True,4,10227,9727,0,0,3.2776134368191165,1,0,3,0.0,True,False,False,False,0,0.8888888888888888,0.1111111111111111,0,False,http://islamicweb.com/beliefs/cults/submit.htm
True,5,10957,10906,0,0,2.725480556997868,0,0,2,0.0,False,False,False,False,0,0.047151277013752456,0.9528487229862476,1,False,http://www.geocities.com/venterpress/
True,5,10957,10906,0,0,2.725480556997868,0,0,4,0.0,False,False,False,False,0,0.03578528827037773,0.9642147117296223,1,False,http://www.geocities.com/soho/opening/1732/index.html
True,4,8401,8269,0,0,2.9139770731827523,0,0,0,0.0,False,False,False,False,0,1.0,0.0,1,False,http://www.eliosunrise.com
True,2,1826,1786,1,1,3.5,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.ticknorlawoffice.com/
True,2,8401,8269,0,0,1.9219280948873623,0,0,1,0.0,False,False,False,False,0,0.8536585365853658,0.14634146341463414,1,False,http://www.asiya.org/
True,2,11321,10538,0,0,3.121928094887362,0,0,1,0.0,False,False,False,False,0,0.4444444444444444,0.5555555555555556,2,False,http://www.downeaster.com/
True,4,9496,9310,0,0,3.572469458770136,1,0,1,0.0,False,False,False,False,1,0.0,0.0,2,False,http://ml.oxfordjournals.org/
True,2,10591,10266,1,1,2.75,0,0,3,0.0,False,False,False,False,0,0.8409090909090909,0.11363636363636363,0,False,http://www.demailly.com/tcl/plugin/
